State,Lat,Long,Sector,Source,Year,Value
Wisconsin,44.5,-89.5,Electric,Natural Gas,2003,1.263
Wisconsin,44.5,-89.5,Electric,Natural Gas,2004,1.127
Wisconsin,44.5,-89.5,Electric,Natural Gas,2005,3.142
Wisconsin,44.5,-89.5,Electric,Natural Gas,2006,2.36
Wisconsin,44.5,-89.5,Electric,Natural Gas,2007,2.922
Wisconsin,44.5,-89.5,Electric,Natural Gas,2008,2.213
Wisconsin,44.5,-89.5,Electric,Natural Gas,2009,2.208
Wisconsin,44.5,-89.5,Electric,Natural Gas,2010,2.285
Wisconsin,44.5,-89.5,Electric,Natural Gas,2011,2.562
Wisconsin,44.5,-89.5,Electric,Natural Gas,2012,4.691
Wisconsin,44.5,-89.5,Electric,Natural Gas,2013,3.306
Wisconsin,44.5,-89.5,Electric,Natural Gas,2014,3.268
Wisconsin,44.5,-89.5,Electric,Natural Gas,2015,5.465
Wisconsin,44.5,-89.5,Electric,Natural Gas,2016,6.463
Wisconsin,44.5,-89.5,Electric,Natural Gas,2017,5.792
Wisconsin,44.5,-89.5,Electric,Natural Gas,2018,6.994
West Virginia,39,-80.5,Residential,Coal,1980,0.075
West Virginia,39,-80.5,Residential,Coal,1981,0.087
West Virginia,39,-80.5,Residential,Coal,1982,0.076
West Virginia,39,-80.5,Residential,Coal,1983,0.088
West Virginia,39,-80.5,Residential,Coal,1984,0.096
West Virginia,39,-80.5,Residential,Coal,1985,0.042
West Virginia,39,-80.5,Residential,Coal,1986,0.062
West Virginia,39,-80.5,Residential,Coal,1987,0.078
West Virginia,39,-80.5,Residential,Coal,1988,0.058
West Virginia,39,-80.5,Residential,Coal,1989,0.075
West Virginia,39,-80.5,Residential,Coal,1990,0.086
West Virginia,39,-80.5,Residential,Coal,1991,0.042
West Virginia,39,-80.5,Residential,Coal,1992,0.038
West Virginia,39,-80.5,Residential,Coal,1993,0.044
West Virginia,39,-80.5,Residential,Coal,1994,0.031
West Virginia,39,-80.5,Residential,Coal,1995,0.02
West Virginia,39,-80.5,Residential,Coal,1996,0.031
West Virginia,39,-80.5,Residential,Coal,1997,0.027
West Virginia,39,-80.5,Residential,Coal,1998,0.044
West Virginia,39,-80.5,Residential,Coal,1999,0.049
West Virginia,39,-80.5,Residential,Coal,2000,0.058
West Virginia,39,-80.5,Residential,Coal,2001,0.012
West Virginia,39,-80.5,Residential,Coal,2002,0.01
West Virginia,39,-80.5,Residential,Coal,2003,0.013
West Virginia,39,-80.5,Residential,Coal,2004,0.013
West Virginia,39,-80.5,Residential,Coal,2005,0.015
West Virginia,39,-80.5,Residential,Coal,2006,0.005
West Virginia,39,-80.5,Residential,Coal,2007,0.016
West Virginia,39,-80.5,Residential,Coal,2008,0
West Virginia,39,-80.5,Residential,Coal,2009,0
West Virginia,39,-80.5,Residential,Coal,2010,0
West Virginia,39,-80.5,Residential,Coal,2011,0
West Virginia,39,-80.5,Residential,Coal,2012,0
West Virginia,39,-80.5,Residential,Coal,2013,0
West Virginia,39,-80.5,Residential,Coal,2014,0
West Virginia,39,-80.5,Residential,Coal,2015,0
West Virginia,39,-80.5,Residential,Coal,2016,0
West Virginia,39,-80.5,Residential,Coal,2017,0
West Virginia,39,-80.5,Residential,Coal,2018,0
West Virginia,39,-80.5,Residential,Petroleum Products,1980,0.756
West Virginia,39,-80.5,Residential,Petroleum Products,1981,0.583
West Virginia,39,-80.5,Residential,Petroleum Products,1982,0.554
West Virginia,39,-80.5,Residential,Petroleum Products,1983,0.385
West Virginia,39,-80.5,Residential,Petroleum Products,1984,0.458
West Virginia,39,-80.5,Residential,Petroleum Products,1985,0.432
West Virginia,39,-80.5,Residential,Petroleum Products,1986,0.504
West Virginia,39,-80.5,Residential,Petroleum Products,1987,0.511
West Virginia,39,-80.5,Residential,Petroleum Products,1988,0.52
West Virginia,39,-80.5,Residential,Petroleum Products,1989,0.538
West Virginia,39,-80.5,Residential,Petroleum Products,1990,0.472
West Virginia,39,-80.5,Residential,Petroleum Products,1991,0.436
West Virginia,39,-80.5,Residential,Petroleum Products,1992,0.434
West Virginia,39,-80.5,Residential,Petroleum Products,1993,0.501
West Virginia,39,-80.5,Residential,Petroleum Products,1994,0.513
West Virginia,39,-80.5,Residential,Petroleum Products,1995,0.424
West Virginia,39,-80.5,Residential,Petroleum Products,1996,0.519
West Virginia,39,-80.5,Residential,Petroleum Products,1997,0.576
West Virginia,39,-80.5,Residential,Petroleum Products,1998,0.544
West Virginia,39,-80.5,Residential,Petroleum Products,1999,0.594
West Virginia,39,-80.5,Residential,Petroleum Products,2000,0.535
West Virginia,39,-80.5,Residential,Petroleum Products,2001,0.593
West Virginia,39,-80.5,Residential,Petroleum Products,2002,0.466
West Virginia,39,-80.5,Residential,Petroleum Products,2003,0.462
West Virginia,39,-80.5,Residential,Petroleum Products,2004,0.557
West Virginia,39,-80.5,Residential,Petroleum Products,2005,0.427
West Virginia,39,-80.5,Residential,Petroleum Products,2006,0.447
West Virginia,39,-80.5,Residential,Petroleum Products,2007,0.368
West Virginia,39,-80.5,Residential,Petroleum Products,2008,0.366
West Virginia,39,-80.5,Residential,Petroleum Products,2009,0.321
West Virginia,39,-80.5,Residential,Petroleum Products,2010,0.345
West Virginia,39,-80.5,Residential,Petroleum Products,2011,0.303
West Virginia,39,-80.5,Residential,Petroleum Products,2012,0.246
West Virginia,39,-80.5,Residential,Petroleum Products,2013,0.361
West Virginia,39,-80.5,Residential,Petroleum Products,2014,0.285
West Virginia,39,-80.5,Residential,Petroleum Products,2015,0.321
West Virginia,39,-80.5,Residential,Petroleum Products,2016,0.267
West Virginia,39,-80.5,Residential,Petroleum Products,2017,0.214
West Virginia,39,-80.5,Residential,Petroleum Products,2018,0.265
West Virginia,39,-80.5,Residential,Natural Gas,1980,2.644
West Virginia,39,-80.5,Residential,Natural Gas,1981,2.6
West Virginia,39,-80.5,Residential,Natural Gas,1982,2.389
West Virginia,39,-80.5,Residential,Natural Gas,1983,2.201
West Virginia,39,-80.5,Residential,Natural Gas,1984,2.218
West Virginia,39,-80.5,Residential,Natural Gas,1985,2.081
West Virginia,39,-80.5,Residential,Natural Gas,1986,2.068
West Virginia,39,-80.5,Residential,Natural Gas,1987,2.031
West Virginia,39,-80.5,Residential,Natural Gas,1988,2.154
West Virginia,39,-80.5,Residential,Natural Gas,1989,2.122
West Virginia,39,-80.5,Residential,Natural Gas,1990,1.853
West Virginia,39,-80.5,Residential,Natural Gas,1991,1.855
West Virginia,39,-80.5,Residential,Natural Gas,1992,1.994
West Virginia,39,-80.5,Residential,Natural Gas,1993,1.99
West Virginia,39,-80.5,Residential,Natural Gas,1994,1.987
West Virginia,39,-80.5,Residential,Natural Gas,1995,1.992
West Virginia,39,-80.5,Residential,Natural Gas,1996,2.105
West Virginia,39,-80.5,Residential,Natural Gas,1997,2.04
West Virginia,39,-80.5,Residential,Natural Gas,1998,1.673
West Virginia,39,-80.5,Residential,Natural Gas,1999,1.758
West Virginia,39,-80.5,Residential,Natural Gas,2000,1.791
West Virginia,39,-80.5,Residential,Natural Gas,2001,1.809
West Virginia,39,-80.5,Residential,Natural Gas,2002,1.736
West Virginia,39,-80.5,Residential,Natural Gas,2003,1.822
West Virginia,39,-80.5,Residential,Natural Gas,2004,1.703
West Virginia,39,-80.5,Residential,Natural Gas,2005,1.688
West Virginia,39,-80.5,Residential,Natural Gas,2006,1.549
West Virginia,39,-80.5,Residential,Natural Gas,2007,1.513
West Virginia,39,-80.5,Residential,Natural Gas,2008,1.567
West Virginia,39,-80.5,Residential,Natural Gas,2009,1.503
West Virginia,39,-80.5,Residential,Natural Gas,2010,1.543
West Virginia,39,-80.5,Residential,Natural Gas,2011,1.442
West Virginia,39,-80.5,Residential,Natural Gas,2012,1.292
West Virginia,39,-80.5,Residential,Natural Gas,2013,1.515
West Virginia,39,-80.5,Residential,Natural Gas,2014,1.637
West Virginia,39,-80.5,Residential,Natural Gas,2015,1.447
West Virginia,39,-80.5,Residential,Natural Gas,2016,1.353
West Virginia,39,-80.5,Residential,Natural Gas,2017,1.287
West Virginia,39,-80.5,Residential,Natural Gas,2018,1.521
West Virginia,39,-80.5,Commercial,Coal,1980,0.277
West Virginia,39,-80.5,Commercial,Coal,1981,0.385
West Virginia,39,-80.5,Commercial,Coal,1982,0.364
West Virginia,39,-80.5,Commercial,Coal,1983,0.456
West Virginia,39,-80.5,Commercial,Coal,1984,0.403
West Virginia,39,-80.5,Commercial,Coal,1985,0.147
West Virginia,39,-80.5,Commercial,Coal,1986,0.203
West Virginia,39,-80.5,Commercial,Coal,1987,0.254
West Virginia,39,-80.5,Commercial,Coal,1988,0.203
West Virginia,39,-80.5,Commercial,Coal,1989,0.275
West Virginia,39,-80.5,Commercial,Coal,1990,0.335
West Virginia,39,-80.5,Commercial,Coal,1991,0.184
West Virginia,39,-80.5,Commercial,Coal,1992,0.167
West Virginia,39,-80.5,Commercial,Coal,1993,0.194
West Virginia,39,-80.5,Commercial,Coal,1994,0.172
West Virginia,39,-80.5,Commercial,Coal,1995,0.132
West Virginia,39,-80.5,Commercial,Coal,1996,0.222
West Virginia,39,-80.5,Commercial,Coal,1997,0.217
West Virginia,39,-80.5,Commercial,Coal,1998,0.349
West Virginia,39,-80.5,Commercial,Coal,1999,0.357
West Virginia,39,-80.5,Commercial,Coal,2000,0.466
West Virginia,39,-80.5,Commercial,Coal,2001,0.099
West Virginia,39,-80.5,Commercial,Coal,2002,0.069
West Virginia,39,-80.5,Commercial,Coal,2003,0.086
West Virginia,39,-80.5,Commercial,Coal,2004,0.117
West Virginia,39,-80.5,Commercial,Coal,2005,0.171
West Virginia,39,-80.5,Commercial,Coal,2006,0.052
West Virginia,39,-80.5,Commercial,Coal,2007,0.137
West Virginia,39,-80.5,Commercial,Coal,2008,0
West Virginia,39,-80.5,Commercial,Coal,2009,0
West Virginia,39,-80.5,Commercial,Coal,2010,0
West Virginia,39,-80.5,Commercial,Coal,2011,0
West Virginia,39,-80.5,Commercial,Coal,2012,0
West Virginia,39,-80.5,Commercial,Coal,2013,0
West Virginia,39,-80.5,Commercial,Coal,2014,0
West Virginia,39,-80.5,Commercial,Coal,2015,0
West Virginia,39,-80.5,Commercial,Coal,2016,0
West Virginia,39,-80.5,Commercial,Coal,2017,0
West Virginia,39,-80.5,Commercial,Coal,2018,0
West Virginia,39,-80.5,Commercial,Petroleum Products,1980,0.191
West Virginia,39,-80.5,Commercial,Petroleum Products,1981,0.378
West Virginia,39,-80.5,Commercial,Petroleum Products,1982,0.197
West Virginia,39,-80.5,Commercial,Petroleum Products,1983,0.366
West Virginia,39,-80.5,Commercial,Petroleum Products,1984,0.402
West Virginia,39,-80.5,Commercial,Petroleum Products,1985,0.469
West Virginia,39,-80.5,Commercial,Petroleum Products,1986,0.517
West Virginia,39,-80.5,Commercial,Petroleum Products,1987,0.381
West Virginia,39,-80.5,Commercial,Petroleum Products,1988,0.425
West Virginia,39,-80.5,Commercial,Petroleum Products,1989,0.445
West Virginia,39,-80.5,Commercial,Petroleum Products,1990,0.42
West Virginia,39,-80.5,Commercial,Petroleum Products,1991,0.425
West Virginia,39,-80.5,Commercial,Petroleum Products,1992,0.305
West Virginia,39,-80.5,Commercial,Petroleum Products,1993,0.255
West Virginia,39,-80.5,Commercial,Petroleum Products,1994,0.244
West Virginia,39,-80.5,Commercial,Petroleum Products,1995,0.196
West Virginia,39,-80.5,Commercial,Petroleum Products,1996,0.16
West Virginia,39,-80.5,Commercial,Petroleum Products,1997,0.198
West Virginia,39,-80.5,Commercial,Petroleum Products,1998,0.215
West Virginia,39,-80.5,Commercial,Petroleum Products,1999,0.206
West Virginia,39,-80.5,Commercial,Petroleum Products,2000,0.23
West Virginia,39,-80.5,Commercial,Petroleum Products,2001,0.258
West Virginia,39,-80.5,Commercial,Petroleum Products,2002,0.205
West Virginia,39,-80.5,Commercial,Petroleum Products,2003,0.2
West Virginia,39,-80.5,Commercial,Petroleum Products,2004,0.197
West Virginia,39,-80.5,Commercial,Petroleum Products,2005,0.163
West Virginia,39,-80.5,Commercial,Petroleum Products,2006,0.141
West Virginia,39,-80.5,Commercial,Petroleum Products,2007,0.128
West Virginia,39,-80.5,Commercial,Petroleum Products,2008,0.123
West Virginia,39,-80.5,Commercial,Petroleum Products,2009,0.175
West Virginia,39,-80.5,Commercial,Petroleum Products,2010,0.157
West Virginia,39,-80.5,Commercial,Petroleum Products,2011,0.235
West Virginia,39,-80.5,Commercial,Petroleum Products,2012,0.218
West Virginia,39,-80.5,Commercial,Petroleum Products,2013,0.244
West Virginia,39,-80.5,Commercial,Petroleum Products,2014,0.237
West Virginia,39,-80.5,Commercial,Petroleum Products,2015,0.365
West Virginia,39,-80.5,Commercial,Petroleum Products,2016,0.352
West Virginia,39,-80.5,Commercial,Petroleum Products,2017,0.33
West Virginia,39,-80.5,Commercial,Petroleum Products,2018,0.366
West Virginia,39,-80.5,Commercial,Natural Gas,1980,1.204
West Virginia,39,-80.5,Commercial,Natural Gas,1981,1.225
West Virginia,39,-80.5,Commercial,Natural Gas,1982,1.142
West Virginia,39,-80.5,Commercial,Natural Gas,1983,1.034
West Virginia,39,-80.5,Commercial,Natural Gas,1984,1.049
West Virginia,39,-80.5,Commercial,Natural Gas,1985,0.975
West Virginia,39,-80.5,Commercial,Natural Gas,1986,0.913
West Virginia,39,-80.5,Commercial,Natural Gas,1987,0.957
West Virginia,39,-80.5,Commercial,Natural Gas,1988,1.281
West Virginia,39,-80.5,Commercial,Natural Gas,1989,1.329
West Virginia,39,-80.5,Commercial,Natural Gas,1990,1.216
West Virginia,39,-80.5,Commercial,Natural Gas,1991,1.198
West Virginia,39,-80.5,Commercial,Natural Gas,1992,1.38
West Virginia,39,-80.5,Commercial,Natural Gas,1993,1.378
West Virginia,39,-80.5,Commercial,Natural Gas,1994,1.41
West Virginia,39,-80.5,Commercial,Natural Gas,1995,1.457
West Virginia,39,-80.5,Commercial,Natural Gas,1996,1.578
West Virginia,39,-80.5,Commercial,Natural Gas,1997,1.468
West Virginia,39,-80.5,Commercial,Natural Gas,1998,1.409
West Virginia,39,-80.5,Commercial,Natural Gas,1999,1.528
West Virginia,39,-80.5,Commercial,Natural Gas,2000,1.483
West Virginia,39,-80.5,Commercial,Natural Gas,2001,1.571
West Virginia,39,-80.5,Commercial,Natural Gas,2002,1.394
West Virginia,39,-80.5,Commercial,Natural Gas,2003,1.509
West Virginia,39,-80.5,Commercial,Natural Gas,2004,1.413
West Virginia,39,-80.5,Commercial,Natural Gas,2005,1.421
West Virginia,39,-80.5,Commercial,Natural Gas,2006,1.394
West Virginia,39,-80.5,Commercial,Natural Gas,2007,1.291
West Virginia,39,-80.5,Commercial,Natural Gas,2008,1.441
West Virginia,39,-80.5,Commercial,Natural Gas,2009,1.364
West Virginia,39,-80.5,Commercial,Natural Gas,2010,1.422
West Virginia,39,-80.5,Commercial,Natural Gas,2011,1.386
West Virginia,39,-80.5,Commercial,Natural Gas,2012,1.298
West Virginia,39,-80.5,Commercial,Natural Gas,2013,1.385
West Virginia,39,-80.5,Commercial,Natural Gas,2014,1.396
West Virginia,39,-80.5,Commercial,Natural Gas,2015,1.343
West Virginia,39,-80.5,Commercial,Natural Gas,2016,1.323
West Virginia,39,-80.5,Commercial,Natural Gas,2017,1.289
West Virginia,39,-80.5,Commercial,Natural Gas,2018,1.452
West Virginia,39,-80.5,Industrial,Coal,1980,14.901
West Virginia,39,-80.5,Industrial,Coal,1981,13.127
West Virginia,39,-80.5,Industrial,Coal,1982,11.387
West Virginia,39,-80.5,Industrial,Coal,1983,9.619
West Virginia,39,-80.5,Industrial,Coal,1984,11.747
West Virginia,39,-80.5,Industrial,Coal,1985,8.426
West Virginia,39,-80.5,Industrial,Coal,1986,10.077
West Virginia,39,-80.5,Industrial,Coal,1987,9.937
West Virginia,39,-80.5,Industrial,Coal,1988,11.334
West Virginia,39,-80.5,Industrial,Coal,1989,11.392
West Virginia,39,-80.5,Industrial,Coal,1990,11.697
West Virginia,39,-80.5,Industrial,Coal,1991,10.193
West Virginia,39,-80.5,Industrial,Coal,1992,9.4
West Virginia,39,-80.5,Industrial,Coal,1993,10.035
West Virginia,39,-80.5,Industrial,Coal,1994,10.509
West Virginia,39,-80.5,Industrial,Coal,1995,9.12
West Virginia,39,-80.5,Industrial,Coal,1996,7.872
West Virginia,39,-80.5,Industrial,Coal,1997,6.164
West Virginia,39,-80.5,Industrial,Coal,1998,8.928
West Virginia,39,-80.5,Industrial,Coal,1999,7.724
West Virginia,39,-80.5,Industrial,Coal,2000,7.588
West Virginia,39,-80.5,Industrial,Coal,2001,7.092
West Virginia,39,-80.5,Industrial,Coal,2002,7.12
West Virginia,39,-80.5,Industrial,Coal,2003,6.58
West Virginia,39,-80.5,Industrial,Coal,2004,6.539
West Virginia,39,-80.5,Industrial,Coal,2005,5.56
West Virginia,39,-80.5,Industrial,Coal,2006,5.253
West Virginia,39,-80.5,Industrial,Coal,2007,6.168
West Virginia,39,-80.5,Industrial,Coal,2008,5.969
West Virginia,39,-80.5,Industrial,Coal,2009,4.442
West Virginia,39,-80.5,Industrial,Coal,2010,5.95
West Virginia,39,-80.5,Industrial,Coal,2011,5.9
West Virginia,39,-80.5,Industrial,Coal,2012,4.748
West Virginia,39,-80.5,Industrial,Coal,2013,4.37
West Virginia,39,-80.5,Industrial,Coal,2014,4.201
West Virginia,39,-80.5,Industrial,Coal,2015,3.854
West Virginia,39,-80.5,Industrial,Coal,2016,2.873
West Virginia,39,-80.5,Industrial,Coal,2017,2.462
West Virginia,39,-80.5,Industrial,Coal,2018,2.653
West Virginia,39,-80.5,Industrial,Petroleum Products,1980,4.231
West Virginia,39,-80.5,Industrial,Petroleum Products,1981,3.384
West Virginia,39,-80.5,Industrial,Petroleum Products,1982,3.249
West Virginia,39,-80.5,Industrial,Petroleum Products,1983,2.949
West Virginia,39,-80.5,Industrial,Petroleum Products,1984,2.779
West Virginia,39,-80.5,Industrial,Petroleum Products,1985,2.551
West Virginia,39,-80.5,Industrial,Petroleum Products,1986,2.576
West Virginia,39,-80.5,Industrial,Petroleum Products,1987,2.648
West Virginia,39,-80.5,Industrial,Petroleum Products,1988,2.777
West Virginia,39,-80.5,Industrial,Petroleum Products,1989,3.068
West Virginia,39,-80.5,Industrial,Petroleum Products,1990,3.116
West Virginia,39,-80.5,Industrial,Petroleum Products,1991,2.784
West Virginia,39,-80.5,Industrial,Petroleum Products,1992,2.174
West Virginia,39,-80.5,Industrial,Petroleum Products,1993,2.255
West Virginia,39,-80.5,Industrial,Petroleum Products,1994,2.503
West Virginia,39,-80.5,Industrial,Petroleum Products,1995,2.353
West Virginia,39,-80.5,Industrial,Petroleum Products,1996,2.149
West Virginia,39,-80.5,Industrial,Petroleum Products,1997,2.069
West Virginia,39,-80.5,Industrial,Petroleum Products,1998,1.971
West Virginia,39,-80.5,Industrial,Petroleum Products,1999,1.676
West Virginia,39,-80.5,Industrial,Petroleum Products,2000,1.835
West Virginia,39,-80.5,Industrial,Petroleum Products,2001,2.062
West Virginia,39,-80.5,Industrial,Petroleum Products,2002,3.314
West Virginia,39,-80.5,Industrial,Petroleum Products,2003,2.102
West Virginia,39,-80.5,Industrial,Petroleum Products,2004,2.347
West Virginia,39,-80.5,Industrial,Petroleum Products,2005,2.676
West Virginia,39,-80.5,Industrial,Petroleum Products,2006,2.953
West Virginia,39,-80.5,Industrial,Petroleum Products,2007,3.243
West Virginia,39,-80.5,Industrial,Petroleum Products,2008,3.303
West Virginia,39,-80.5,Industrial,Petroleum Products,2009,2.528
West Virginia,39,-80.5,Industrial,Petroleum Products,2010,3.141
West Virginia,39,-80.5,Industrial,Petroleum Products,2011,3.091
West Virginia,39,-80.5,Industrial,Petroleum Products,2012,3.09
West Virginia,39,-80.5,Industrial,Petroleum Products,2013,3.335
West Virginia,39,-80.5,Industrial,Petroleum Products,2014,3.285
West Virginia,39,-80.5,Industrial,Petroleum Products,2015,2.462
West Virginia,39,-80.5,Industrial,Petroleum Products,2016,1.9
West Virginia,39,-80.5,Industrial,Petroleum Products,2017,2.349
West Virginia,39,-80.5,Industrial,Petroleum Products,2018,2.554
West Virginia,39,-80.5,Industrial,Natural Gas,1980,3.258
West Virginia,39,-80.5,Industrial,Natural Gas,1981,3.516
West Virginia,39,-80.5,Industrial,Natural Gas,1982,2.942
West Virginia,39,-80.5,Industrial,Natural Gas,1983,2.626
West Virginia,39,-80.5,Industrial,Natural Gas,1984,2.774
West Virginia,39,-80.5,Industrial,Natural Gas,1985,2.565
West Virginia,39,-80.5,Industrial,Natural Gas,1986,2.494
West Virginia,39,-80.5,Industrial,Natural Gas,1987,2.863
West Virginia,39,-80.5,Industrial,Natural Gas,1988,2.786
West Virginia,39,-80.5,Industrial,Natural Gas,1989,3.297
West Virginia,39,-80.5,Industrial,Natural Gas,1990,3.275
West Virginia,39,-80.5,Industrial,Natural Gas,1991,2.769
West Virginia,39,-80.5,Industrial,Natural Gas,1992,2.954
West Virginia,39,-80.5,Industrial,Natural Gas,1993,3.064
West Virginia,39,-80.5,Industrial,Natural Gas,1994,3.097
West Virginia,39,-80.5,Industrial,Natural Gas,1995,3.394
West Virginia,39,-80.5,Industrial,Natural Gas,1996,3.184
West Virginia,39,-80.5,Industrial,Natural Gas,1997,3.66
West Virginia,39,-80.5,Industrial,Natural Gas,1998,3.198
West Virginia,39,-80.5,Industrial,Natural Gas,1999,2.842
West Virginia,39,-80.5,Industrial,Natural Gas,2000,3.221
West Virginia,39,-80.5,Industrial,Natural Gas,2001,2.738
West Virginia,39,-80.5,Industrial,Natural Gas,2002,3.106
West Virginia,39,-80.5,Industrial,Natural Gas,2003,2.691
West Virginia,39,-80.5,Industrial,Natural Gas,2004,2.599
West Virginia,39,-80.5,Industrial,Natural Gas,2005,2.281
West Virginia,39,-80.5,Industrial,Natural Gas,2006,2.431
West Virginia,39,-80.5,Industrial,Natural Gas,2007,2.401
West Virginia,39,-80.5,Industrial,Natural Gas,2008,2.192
West Virginia,39,-80.5,Industrial,Natural Gas,2009,2.095
West Virginia,39,-80.5,Industrial,Natural Gas,2010,2.18
West Virginia,39,-80.5,Industrial,Natural Gas,2011,2.425
West Virginia,39,-80.5,Industrial,Natural Gas,2012,2.885
West Virginia,39,-80.5,Industrial,Natural Gas,2013,3.364
West Virginia,39,-80.5,Industrial,Natural Gas,2014,4.462
West Virginia,39,-80.5,Industrial,Natural Gas,2015,4.9
West Virginia,39,-80.5,Industrial,Natural Gas,2016,5.56
West Virginia,39,-80.5,Industrial,Natural Gas,2017,6.294
West Virginia,39,-80.5,Industrial,Natural Gas,2018,7.045
West Virginia,39,-80.5,Transportation,Coal,1980,0
West Virginia,39,-80.5,Transportation,Coal,1981,0
West Virginia,39,-80.5,Transportation,Coal,1982,0
West Virginia,39,-80.5,Transportation,Coal,1983,0
West Virginia,39,-80.5,Transportation,Coal,1984,0
West Virginia,39,-80.5,Transportation,Coal,1985,0
West Virginia,39,-80.5,Transportation,Coal,1986,0
West Virginia,39,-80.5,Transportation,Coal,1987,0
West Virginia,39,-80.5,Transportation,Coal,1988,0
West Virginia,39,-80.5,Transportation,Coal,1989,0
West Virginia,39,-80.5,Transportation,Coal,1990,0
West Virginia,39,-80.5,Transportation,Coal,1991,0
West Virginia,39,-80.5,Transportation,Coal,1992,0
West Virginia,39,-80.5,Transportation,Coal,1993,0
West Virginia,39,-80.5,Transportation,Coal,1994,0
West Virginia,39,-80.5,Transportation,Coal,1995,0
West Virginia,39,-80.5,Transportation,Coal,1996,0
West Virginia,39,-80.5,Transportation,Coal,1997,0
West Virginia,39,-80.5,Transportation,Coal,1998,0
West Virginia,39,-80.5,Transportation,Coal,1999,0
West Virginia,39,-80.5,Transportation,Coal,2000,0
West Virginia,39,-80.5,Transportation,Coal,2001,0
West Virginia,39,-80.5,Transportation,Coal,2002,0
West Virginia,39,-80.5,Transportation,Coal,2003,0
West Virginia,39,-80.5,Transportation,Coal,2004,0
West Virginia,39,-80.5,Transportation,Coal,2005,0
West Virginia,39,-80.5,Transportation,Coal,2006,0
West Virginia,39,-80.5,Transportation,Coal,2007,0
West Virginia,39,-80.5,Transportation,Coal,2008,0
West Virginia,39,-80.5,Transportation,Coal,2009,0
West Virginia,39,-80.5,Transportation,Coal,2010,0
West Virginia,39,-80.5,Transportation,Coal,2011,0
West Virginia,39,-80.5,Transportation,Coal,2012,0
West Virginia,39,-80.5,Transportation,Coal,2013,0
West Virginia,39,-80.5,Transportation,Coal,2014,0
West Virginia,39,-80.5,Transportation,Coal,2015,0
West Virginia,39,-80.5,Transportation,Coal,2016,0
West Virginia,39,-80.5,Transportation,Coal,2017,0
West Virginia,39,-80.5,Transportation,Coal,2018,0
West Virginia,39,-80.5,Transportation,Petroleum Products,1980,9.466
West Virginia,39,-80.5,Transportation,Petroleum Products,1981,9.075
West Virginia,39,-80.5,Transportation,Petroleum Products,1982,8.785
West Virginia,39,-80.5,Transportation,Petroleum Products,1983,9.828
West Virginia,39,-80.5,Transportation,Petroleum Products,1984,9.977
West Virginia,39,-80.5,Transportation,Petroleum Products,1985,9.74
West Virginia,39,-80.5,Transportation,Petroleum Products,1986,8.668
West Virginia,39,-80.5,Transportation,Petroleum Products,1987,9.384
West Virginia,39,-80.5,Transportation,Petroleum Products,1988,9.629
West Virginia,39,-80.5,Transportation,Petroleum Products,1989,9.846
West Virginia,39,-80.5,Transportation,Petroleum Products,1990,9.807
West Virginia,39,-80.5,Transportation,Petroleum Products,1991,9.699
West Virginia,39,-80.5,Transportation,Petroleum Products,1992,10.096
West Virginia,39,-80.5,Transportation,Petroleum Products,1993,10.197
West Virginia,39,-80.5,Transportation,Petroleum Products,1994,10.307
West Virginia,39,-80.5,Transportation,Petroleum Products,1995,10.654
West Virginia,39,-80.5,Transportation,Petroleum Products,1996,9.108
West Virginia,39,-80.5,Transportation,Petroleum Products,1997,10.103
West Virginia,39,-80.5,Transportation,Petroleum Products,1998,10.78
West Virginia,39,-80.5,Transportation,Petroleum Products,1999,10.524
West Virginia,39,-80.5,Transportation,Petroleum Products,2000,10.739
West Virginia,39,-80.5,Transportation,Petroleum Products,2001,10.682
West Virginia,39,-80.5,Transportation,Petroleum Products,2002,10.337
West Virginia,39,-80.5,Transportation,Petroleum Products,2003,10.646
West Virginia,39,-80.5,Transportation,Petroleum Products,2004,11.25
West Virginia,39,-80.5,Transportation,Petroleum Products,2005,11.351
West Virginia,39,-80.5,Transportation,Petroleum Products,2006,11.278
West Virginia,39,-80.5,Transportation,Petroleum Products,2007,11.073
West Virginia,39,-80.5,Transportation,Petroleum Products,2008,9.754
West Virginia,39,-80.5,Transportation,Petroleum Products,2009,9.818
West Virginia,39,-80.5,Transportation,Petroleum Products,2010,10.147
West Virginia,39,-80.5,Transportation,Petroleum Products,2011,9.734
West Virginia,39,-80.5,Transportation,Petroleum Products,2012,9.551
West Virginia,39,-80.5,Transportation,Petroleum Products,2013,9.364
West Virginia,39,-80.5,Transportation,Petroleum Products,2014,9.397
West Virginia,39,-80.5,Transportation,Petroleum Products,2015,9.685
West Virginia,39,-80.5,Transportation,Petroleum Products,2016,11.006
West Virginia,39,-80.5,Transportation,Petroleum Products,2017,10.354
West Virginia,39,-80.5,Transportation,Petroleum Products,2018,11.816
West Virginia,39,-80.5,Transportation,Natural Gas,1980,0.724
West Virginia,39,-80.5,Transportation,Natural Gas,1981,0.844
West Virginia,39,-80.5,Transportation,Natural Gas,1982,0.743
West Virginia,39,-80.5,Transportation,Natural Gas,1983,0.511
West Virginia,39,-80.5,Transportation,Natural Gas,1984,0.9
West Virginia,39,-80.5,Transportation,Natural Gas,1985,1.005
West Virginia,39,-80.5,Transportation,Natural Gas,1986,0.935
West Virginia,39,-80.5,Transportation,Natural Gas,1987,0.702
